,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
354,78186,3185,57442,2005,,Under anslagsposten har beräknats totalt 100 miljoner kronor för finansiering av det program för kompetensutveckling vid industriforskningsinstituten som VINNOVA genomför i samverkan med IRECO. Myndigheten ansvarar för att medlen för finansiering av kompetensutveckling vid industriforskningsinstituten används i enlighet med villkoren för medlens tilldelande.,Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 26 02,2005,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,26:2 ap.1,Verket för innovationssystem,1115334000,Myndigheten ansvarar för att medlen för finansiering av kompetensutveckling vid industriforskningsinstituten används i enlighet med villkoren för medlens tilldelande.,0,,,
355,70904,2948,50647,2006,,6. Av anslaget betalas kostnader i samband med rättegång inför internationell domstol eller i liknande organ där svenska staten är part.,Utrikesdepartementet,Anslag 5:4,5,Internationell samverkan,05 05 04,2006,Ekonomiskt bistånd till enskilda utomlands samt diverse kostnader för rättsväsendet,1,Ekonomiskt bistånd till enskilda utomlands samt diverse kostnader för rättsväsendet,,,5:4 ap.1,Regeringskansliet (RKs disposition),3976000,Av anslaget betalas kostnader i samband med rättegång inför internationell domstol eller i liknande organ där svenska staten är part.,,,,
356,60738,1935,41748,2009,,Anslagsposten får användas för eventuella slutjusteringar av  stöd som finansieras med medel från Europeiska socialfonden avseende beslutade projekt och tekniskt stöd inom mål 3 och Equal.,Arbetsmarknadsdepartementet,Myndighet Rådet för Europeiska socialfonden i Sverige,14,Arbetsmarknad och arbetsliv,14 22 01,2008,Europeiska socialfonden m.m. för perioden 2000-2006,10,"Mål 3 och Equal, Svenska ESF-rådet",,,22:1 ap.10,Rådet för Europeiska socialfonden i Sverige,0,Anslagsposten får användas för eventuella slutjusteringar av  stöd som finansieras med medel från Europeiska socialfonden avseende beslutade projekt och tekniskt stöd inom mål 3 och Equal.,0,,,
357,3262,142,2187,2022,,Anslagsposten får användas för forskning och utbildning på forskarnivå.,Utbildningsdepartementet,Myndighet Högskolan Dalarna,16,Utbildning och universitetsforskning,16 02 042,2022,Högskolan Dalarna: Forskning och utbildning på forskarnivå,1,Basresurs,,,2:42 ap.1,Högskolan Dalarna,109431000,Anslagsposten får användas för forskning och utbildning på forskarnivå.,0,,,
358,160,15,105,2022,,Medlen får användas av länsstyrelserna för arbete med uppdraget att i samråd med Folkhälsomyndigheten och på regionernas initiativ bistå regionerna vid utbyggnaden av kapaciteten för och vid utförandet av serologisk testning och PCR-testning för covid-19 inom sina respektive geografiska områden.,Finansdepartementet,Myndighet länsstyrelserna,1,Rikets styrelse,01 05 001,2022,Länsstyrelserna m.m.,25,Utökad testning,,,5:1 ap.25,Länsstyrelsen i Örebro län,0,Medlen får användas av länsstyrelserna för arbete med uppdraget att i samråd med Folkhälsomyndigheten och på regionernas initiativ bistå regionerna vid utbyggnaden av kapaciteten för och vid utförandet av serologisk testning och PCR-testning för covid-19 inom sina respektive geografiska områden.,0,,,
359,19347,753,13078,2019,,Av anslagsposten ska minst 7 500 000 kronor användas för bidragsgivning enligt förordningen (2013:1007) om statsbidrag till försvarshistoriska museiverksamheter samt till kostnader vid Statens maritima och transporthistoriska museer som är förenade med upprätthållande av dessa verksamheter.,Kulturdepartementet,Myndighet Statens maritima museer,17,"Kultur, medier, trossamfund och fritid",17 08 001,2019,Centrala museer: Myndigheter,6,Statens maritima och transporthistoriska museer,,,8:1 ap.6,Statens maritima och transporthistoriska museer,180246000,Av anslagsposten ska minst 7 500 000 kronor användas för bidragsgivning enligt förordningen (2013:1007) om statsbidrag till försvarshistoriska museiverksamheter samt till kostnader vid Statens maritima och transporthistoriska museer som är förenade med upprätthållande av dessa verksamheter.,0,,,
360,70223,2934,50059,2007,,4. Det ankommer på samtliga länsstyrelser att förvalta avskrivningslånen och därvid vidta de åtgärder som behövs för att undvika förlust på grund av utlämnat lån.,Jordbruksdepartementet,Myndighet Fiskeriverket,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 43 07,2007,Strukturstöd till fisket m.m.,1,Strukturstöd till fisket m.m.,,,43:7 ap.1,Fiskeriverket,0,Det ankommer på samtliga länsstyrelser att förvalta avskrivningslånen och därvid vidta de åtgärder som behövs för att undvika förlust på grund av utlämnat lån.,0,,,
361,51008,2018,34259,2012,,"Anslagsposten ska användas för statens trafikavtal rörande transportpolitiskt motiverad interregional kollektiv persontrafik. Vidare får anslaget användas för tillfällig juridisk, ekonomisk eller annan expertis vid ingående av nya avtal samt för vissa förvaltningskostnader som är direkt hänförliga till trafikavtal.",Näringsdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 007,2012,Trafikavtal,2,Trafikavtal - del till Trafikverket,,,1:7 ap.2,Trafikverket,831000000,Anslagsposten ska användas för statens trafikavtal rörande transportpolitiskt motiverad interregional kollektiv persontrafik.,0,,,
362,51009,2018,34259,2012,,"Anslagsposten ska användas för statens trafikavtal rörande transportpolitiskt motiverad interregional kollektiv persontrafik. Vidare får anslaget användas för tillfällig juridisk, ekonomisk eller annan expertis vid ingående av nya avtal samt för vissa förvaltningskostnader som är direkt hänförliga till trafikavtal.",Näringsdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 007,2012,Trafikavtal,2,Trafikavtal - del till Trafikverket,,,1:7 ap.2,Trafikverket,831000000,"Vidare får anslaget användas för tillfällig juridisk, ekonomisk eller annan expertis vid ingående av nya avtal samt för vissa förvaltningskostnader som är direkt hänförliga till trafikavtal.",0,,,
363,8346,324,5284,2021,,Beträffande stöd till företag får medlen disponeras i enlighet med villkoren i 1 kap. och 3 kap. artikel 28 i kommissionens förordning (EU) nr 651/2014 av den 17 juni 2014 genom vilken vissa kategorier av stöd förklaras förenliga med den inre marknaden enligt artiklarna 107 och 108 i fördraget om Europeiska unionens funktionssätt. Ett stöd får inte betalas ut om det stödmottagande företaget är föremål för betalningskrav på grund av ett beslut av Europeiska kommissionen som förklarat ett stöd olagligt och oförenligt med den inre marknaden.,Utbildningsdepartementet,Myndighet Lunds universitet,16,Utbildning och universitetsforskning,16 02 065,2021,Särskilda medel till universitet och högskolor,40,Idébanksmedel,,,2:65 ap.40,Lunds universitet,1017000,Beträffande stöd till företag får medlen disponeras i enlighet med villkoren i 1 kap. och 3 kap. artikel 28 i kommissionens förordning (EU) nr 651/2014 av den 17 juni 2014 genom vilken vissa kategorier av stöd förklaras förenliga med den inre marknaden enligt artiklarna 107 och 108 i fördraget om Europeiska unionens funktionssätt.,0,,,
364,8347,324,5284,2021,,Beträffande stöd till företag får medlen disponeras i enlighet med villkoren i 1 kap. och 3 kap. artikel 28 i kommissionens förordning (EU) nr 651/2014 av den 17 juni 2014 genom vilken vissa kategorier av stöd förklaras förenliga med den inre marknaden enligt artiklarna 107 och 108 i fördraget om Europeiska unionens funktionssätt. Ett stöd får inte betalas ut om det stödmottagande företaget är föremål för betalningskrav på grund av ett beslut av Europeiska kommissionen som förklarat ett stöd olagligt och oförenligt med den inre marknaden.,Utbildningsdepartementet,Myndighet Lunds universitet,16,Utbildning och universitetsforskning,16 02 065,2021,Särskilda medel till universitet och högskolor,40,Idébanksmedel,,,2:65 ap.40,Lunds universitet,1017000,Ett stöd får inte betalas ut om det stödmottagande företaget är föremål för betalningskrav på grund av ett beslut av Europeiska kommissionen som förklarat ett stöd olagligt och oförenligt med den inre marknaden.,0,,,
365,14502,570,9680,2020,,Anslagsposten får användas för Statens museer för världskulturs förvaltningsutgifter.,Kulturdepartementet,Myndighet Statens museer för världskultur,17,"Kultur, medier, trossamfund och fritid",17 08 001,2020,Centrala museer: Myndigheter,4,Statens museer för världskultur,,,8:1 ap.4,Statens museer för världskultur,194305000,Anslagsposten får användas för Statens museer för världskulturs förvaltningsutgifter.,0,,,
366,10381,384,6797,2021,,Kommerskollegium får rekvirera högst 450 000 kronor för uppgiften att vara förlikningsorgan enligt lagen (2013:1164) om elektroniska vägtullsystem.,Infrastrukturdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 001,2021,Utveckling av statens transportinfrastruktur,11,Övriga investeringar,1.0,Trimning och effektivisering samt miljöinvesteringar,1:1 ap.11.1,Trafikverket,3476852000,Kommerskollegium får rekvirera högst 450 000 kronor för uppgiften att vara förlikningsorgan enligt lagen (2013:1164) om elektroniska vägtullsystem.,0,,,
367,54642,2198,37033,2011,,Högst 2 500 000 kronor får användas för administrativa kostnader anknutna till stödet.,Näringsdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 010,2011,Energiteknik,3,Stöd till biogas och andra förnybara gaser,,,1:10 ap.3,Statens energimyndighet,61000000,Högst 2 500 000 kronor får användas för administrativa kostnader anknutna till stödet.,0,,,
368,46857,1552,31405,2013,,Av anslagsposten får högst 5 000 000 kronor användas till administration och samordning.,Miljödepartementet,Myndighet Strålsäkerhetsmyndigheten,20,Allmän miljö- och naturvård,20 01 014,2013,Internationellt miljö- och kärnsäkerhetssamarbete med Ryssland,8,Int milj samarb Rys  - del till Strålsäkerhetsmyndigheten,,,1:14 ap.8,Strålsäkerhetsmyndigheten,32100000,Av anslagsposten får högst 5 000 000 kronor användas till administration och samordning.,0,,,
369,69323,2904,49352,2007,"17 s.28 om särskilt distributionsstöd till kulturtidskrifter i form av marknadsföring och kommissionsförsäljning,","</li>   <li>      för att särskilt främja utgivning av nationella minoriteters litteratur och kulturtidskrifter. Dessa medel skall i första hand avse utgivningsstöd till förlag och produktionsstöd till tidskrifter, men får även till del användas för olika projekt eller informationsinsatser i syfte att stimulera och distribuera sådan utgivning,",Kulturdepartementet,Myndighet Statens kulturråd,17,"Kultur, medier, trossamfund och fritid",17 28 09,2007,Bidrag till litteratur och kulturtidskrifter,1,Bidrag till litteratur och kulturtidskrifter,,,28:9 ap.1,Statens kulturråd,109182000,"17 s.28 om särskilt distributionsstöd till kulturtidskrifter i form av marknadsföring och kommissionsförsäljning, för att särskilt främja utgivning av nationella minoriteters litteratur och kulturtidskrifter.",0,,,
370,69324,2904,49352,2007,,"</li>   <li>      för att särskilt främja utgivning av nationella minoriteters litteratur och kulturtidskrifter. Dessa medel skall i första hand avse utgivningsstöd till förlag och produktionsstöd till tidskrifter, men får även till del användas för olika projekt eller informationsinsatser i syfte att stimulera och distribuera sådan utgivning,",Kulturdepartementet,Myndighet Statens kulturråd,17,"Kultur, medier, trossamfund och fritid",17 28 09,2007,Bidrag till litteratur och kulturtidskrifter,1,Bidrag till litteratur och kulturtidskrifter,,,28:9 ap.1,Statens kulturråd,109182000,"Dessa medel skall i första hand avse utgivningsstöd till förlag och produktionsstöd till tidskrifter, men får även till del användas för olika projekt eller informationsinsatser i syfte att stimulera och distribuera sådan utgivning,",0,,,
371,38422,1399,25992,2015,,"- Högst 37 140 000 kronor för uppföljning och utvärdering, inklusive utvärderingssekretariat, för övervakningskommitténs sekretariat, fondsamordning, förvaltning av lokalt ledd utveckling (LLU), förberedelse av ny jordbrukspolitik, programändringar och programskrivning, ajourhållning av blockdatabasen samt övrig hantering av landsbygdsprogrammet.",Näringsdepartementet,Myndighet Statens jordbruksverk,23,"Areella näringar, landsbygd och livsmedel",23 01 019,2015,Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur,2,"Fr EU-b landsbygd - del till SJV, EU 2014-2020",,,1:19 ap.2,Statens jordbruksverk,1240005000,"- Högst 37 140 000 kronor för uppföljning och utvärdering, inklusive utvärderingssekretariat, för övervakningskommitténs sekretariat, fondsamordning, förvaltning av lokalt ledd utveckling (LLU), förberedelse av ny jordbrukspolitik, programändringar och programskrivning, ajourhållning av blockdatabasen samt övrig hantering av landsbygdsprogrammet.",0,,,
372,40036,1561,27099,2014,,3. 1 800 000 kronor får användas i enlighet med regeringsbeslut III:2 från den 26 juni 2008 (S2008/5238/FST) för att stimulera och utveckla valfrihet inom äldreomsorgen i enlighet med ansökan från Sveriges kommuner och landsting rörande inriktningen för 2014.,Socialdepartementet,Anslag 4:5,9,"Hälsovård, sjukvård och social omsorg",09 04 005,2014,Stimulansbidrag och åtgärder inom äldrepolitiken,14,Insatser för ökad valfrihet,,,4:5 ap.14,Socialstyrelsen,26800000,1 800 000 kronor får användas i enlighet med regeringsbeslut III:2 från den 26 juni 2008 (S2008/5238/FST) för att stimulera och utveckla valfrihet inom äldreomsorgen i enlighet med ansökan från Sveriges kommuner och landsting rörande inriktningen för 2014.,0,,,
373,50757,1999,34078,2012,,- 1 950 000 kronor betalas ut som bidrag till Naturvårdsverket.,Miljödepartementet,Anslag 1:11,20,Allmän miljö- och naturvård,20 01 011,2012,Inspire,1,Inspire - del till Lantmäteriet,,,1:11 ap.1,Lantmäteriet,50000000,- 1 950 000 kronor betalas ut som bidrag till Naturvårdsverket.,0,,,
374,70570,2943,50311,2006,,Riksdagsförvaltningen skall till Justitiedepartementet redovisa utgiftsprognoser för 2006-2009 vid nedanstående prognostillfällen. Prognoserna skall kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten.,Justitiedepartementet,Anslag 90:6,1,Rikets styrelse,01 90 06,2006,Stöd till politiska partier,1,Stöd till politiska partier,,,90:6 ap.1,Riksdagsförvaltningen,170200000,Riksdagsförvaltningen skall till Justitiedepartementet redovisa utgiftsprognoser för 2006-2009 vid nedanstående prognostillfällen.,,,,
375,70571,2943,50311,2006,,Riksdagsförvaltningen skall till Justitiedepartementet redovisa utgiftsprognoser för 2006-2009 vid nedanstående prognostillfällen. Prognoserna skall kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten.,Justitiedepartementet,Anslag 90:6,1,Rikets styrelse,01 90 06,2006,Stöd till politiska partier,1,Stöd till politiska partier,,,90:6 ap.1,Riksdagsförvaltningen,170200000,Prognoserna skall kommenteras både i förhållande till föregående prognostillfälle och i förhållande till budgeten.,,,,
376,77911,3309,57174,2005,,1. EU-medlen skall redovisas mot 6119 Övriga bidrag från EG:s Jordbruksfonds garantisektion.,Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 43 05,2005,Arealersättning och djurbidrag m.m.,4,EG-medfinansierade djursjukdomsprogram,,,43:5 ap.4,Statens jordbruksverk,4000000,EU-medlen skall redovisas mot 6119 Övriga bidrag från EG:s Jordbruksfonds garantisektion.,1,,,
377,43007,1648,28882,2014,,c) Bidrag till ideella organisationer som utför uppgifter som bidrar till att de transportpolitiska målen uppnås.,Näringsdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 001,2014,Utveckling av statens transportinfrastruktur,9,Övriga insatser för effektivisering av transportsystemet,,,1:1 ap.9,Trafikverket,427000000,c) Bidrag till ideella organisationer som utför uppgifter som bidrar till att de transportpolitiska målen uppnås.,0,,,
378,61983,2561,42823,2009,,07 Småland och Öarna,Näringsdepartementet,Anslag 1:4 och 33:5 (2008),19,Regional tillväxt,19 01 004,2009,Europeiska regionala utvecklingsfonden perioden 2007-2013,3,Regionala strukturfondsprogram 2007-2013 - del till Nutek,,,1:4 ap.3,Verket för näringslivsutveckling,1400000000,07 Småland och Öarna,2,,,
379,35265,1349,23933,2015,,Medlen får utbetalas för garantiavgifter avseende Nordiska investeringsbankens miljöinvesteringslån i ODA-länder.,Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2015,Biståndsverksamhet,3,Garantiavgifter,1.0,Garantiavgifter ODA-länder,1:1 ap.3.1,Riksgäldskontoret,4300000,Medlen får utbetalas för garantiavgifter avseende Nordiska investeringsbankens miljöinvesteringslån i ODA-länder.,0,,,
380,52950,2107,35699,2011,,Avser preliminär statlig ålderspensionsavgift för 2011 om 9 167 978 679 kronor och ett regleringsbelopp för 2008 om -653 542 679 kronor.,Socialdepartementet,Myndighet Försäkringskassan,10,Ekonomisk trygghet vid sjukdom och handikapp,10 01 002,2011,Aktivitets- och sjukersättningar m.m.,8,Statlig ålderspensionsavgift för aktivitets- och sjukersättningar,,,1:2 ap.8,Försäkringskassan,8514436000,Avser preliminär statlig ålderspensionsavgift för 2011 om 9 167 978 679 kronor och ett regleringsbelopp för 2008 om -653 542 679 kronor.,1,,,
381,70975,2974,50762,2006,,"4. Krisberedskapsmyndigheten får betala ut högst 35 350 000 kronor för frivillig försvarsverksamhet. Utbetalningen skall ske efter dialog med och genom uppdrag till de frivilliga försvarsorganisationerna. Av dessa får högst 1 500 000 kronor betalas ut till frivilliga försvarsorganisationer efter rekvisition för deras stödjande verksamhet i Estland, Lettland, Litauen, Polen, Ryssland och Ukraina.",Försvarsdepartementet,Myndighet Krisberedskapsmyndigheten,6,Försvar samt beredskap mot sårbarhet,06 07 05,2006,Krisberedskap,12,Civilt försvar,,,7:5 ap.12,Krisberedskapsmyndigheten,115940000,Krisberedskapsmyndigheten får betala ut högst 35 350 000 kronor för frivillig försvarsverksamhet.,0,,,
382,70976,2974,50762,2006,,"4. Krisberedskapsmyndigheten får betala ut högst 35 350 000 kronor för frivillig försvarsverksamhet. Utbetalningen skall ske efter dialog med och genom uppdrag till de frivilliga försvarsorganisationerna. Av dessa får högst 1 500 000 kronor betalas ut till frivilliga försvarsorganisationer efter rekvisition för deras stödjande verksamhet i Estland, Lettland, Litauen, Polen, Ryssland och Ukraina.",Försvarsdepartementet,Myndighet Krisberedskapsmyndigheten,6,Försvar samt beredskap mot sårbarhet,06 07 05,2006,Krisberedskap,12,Civilt försvar,,,7:5 ap.12,Krisberedskapsmyndigheten,115940000,Utbetalningen skall ske efter dialog med och genom uppdrag till de frivilliga försvarsorganisationerna.,0,,,
383,70977,2974,50762,2006,,"4. Krisberedskapsmyndigheten får betala ut högst 35 350 000 kronor för frivillig försvarsverksamhet. Utbetalningen skall ske efter dialog med och genom uppdrag till de frivilliga försvarsorganisationerna. Av dessa får högst 1 500 000 kronor betalas ut till frivilliga försvarsorganisationer efter rekvisition för deras stödjande verksamhet i Estland, Lettland, Litauen, Polen, Ryssland och Ukraina.",Försvarsdepartementet,Myndighet Krisberedskapsmyndigheten,6,Försvar samt beredskap mot sårbarhet,06 07 05,2006,Krisberedskap,12,Civilt försvar,,,7:5 ap.12,Krisberedskapsmyndigheten,115940000,"Av dessa får högst 1 500 000 kronor betalas ut till frivilliga försvarsorganisationer efter rekvisition för deras stödjande verksamhet i Estland, Lettland, Litauen, Polen, Ryssland och Ukraina.",0,,,
384,35126,1372,23823,2015,,"10. Anslagsposten får användas till att finansiera kostnader kopplat till civilpliktsfrågor, för stödresurser och förstärkningsmateriel som anskaffats för det civila försvaret och för nationella förstärkningsresurser samt för åtgärder för att vidmakthålla krigsspecifika anläggningar.",Justitiedepartementet,Myndighet Myndigheten för samhällsskydd och beredskap,6,Försvar och samhällets krisberedskap,06 02 004,2015,Krisberedskap,5,Krisberedskap,,,2:4 ap.5,Myndigheten för samhällsskydd och beredskap,1003754000,"Anslagsposten får användas till att finansiera kostnader kopplat till civilpliktsfrågor, för stödresurser och förstärkningsmateriel som anskaffats för det civila försvaret och för nationella förstärkningsresurser samt för åtgärder för att vidmakthålla krigsspecifika anläggningar.",0,,,
385,8301,323,5258,2021,,Linköpings universitet bemyndigas att under 2021 utbetala ett kapitaltillskott på högst 1 000 000 kronor till holdingbolaget som är knutet till universitetet i enlighet med beslut om budgetpropositionen för 2021.,Utbildningsdepartementet,Myndighet Linköpings universitet,16,Utbildning och universitetsforskning,16 02 065,2021,Särskilda medel till universitet och högskolor,25,Idébanksmedel,,,2:65 ap.25,Linköpings universitet,1017000,Linköpings universitet bemyndigas att under 2021 utbetala ett kapitaltillskott på högst 1 000 000 kronor till holdingbolaget som är knutet till universitetet i enlighet med beslut om budgetpropositionen för 2021.,0,,,
386,64148,2295,44878,2008,,Av medlen ska Socialstyrelsen använda 25 miljoner kronor för ett nationellt utvecklingscentrum för tidiga insatser till barn och unga som löper risk att drabbas av svårare psykisk ohälsa.,Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 13 09,2008,Bidrag till psykiatri,1,Bidrag till psykiatri - Bidrag till psykiatri,,,13:9 ap.1,Socialstyrelsen,500000000,Av medlen ska Socialstyrelsen använda 25 miljoner kronor för ett nationellt utvecklingscentrum för tidiga insatser till barn och unga som löper risk att drabbas av svårare psykisk ohälsa.,0,,,
387,27717,1052,18722,2017,,1. Anslagsposten får användas för eventuella slutjusteringar av den statliga medfinansieringen av programområde 1 Kompetensförsörjning i det nationella strukturfondsprogrammet för regional konkurrenskraft och sysselsättning.,Arbetsmarknadsdepartementet,Myndighet Rådet för Europeiska socialfonden i Sverige,14,Arbetsmarknad och arbetsliv,14 01 012,2015,Europeiska socialfonden m.m. för perioden 2007-2013,4,Statlig medfinansiering av Europeiska socialfonden för perioden 2007-2013,,,1:12 ap.4,Rådet för Europeiska socialfonden i Sverige,0,Anslagsposten får användas för eventuella slutjusteringar av den statliga medfinansieringen av programområde 1 Kompetensförsörjning i det nationella strukturfondsprogrammet för regional konkurrenskraft och sysselsättning.,0,,,
388,17204,680,11640,2019,,Medlen får fördelas av Socialstyrelsen enligt bestämmelserna i förordningen (2011:1062) om statsbidrag till vissa organisationer inom det sociala området.,Socialdepartementet,Anslag 09 04 007,9,"Hälsovård, sjukvård och social omsorg",09 04 007,2019,Bidrag till utveckling av socialt arbete m.m.,3,Bidrag till  org. på det sociala området,,,4:7 ap.3,Socialstyrelsen,66626000,Medlen får fördelas av Socialstyrelsen enligt bestämmelserna i förordningen (2011:1062) om statsbidrag till vissa organisationer inom det sociala området.,0,,,
389,29564,1127,20098,2017,,Trafikverket får använda medel från delposten 7.1 för att betala ränta och amorteringar på lån enligt villkor 1 under rubriken Övriga kreditramar i avsnitt 5 samt på lån för anläggningstillgångar.,Näringsdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 001,2017,Utveckling av statens transportinfrastruktur,7,Räntor och återbetalning av lån,1.0,Räntor och återbetalning av lån för vägar,1:1 ap.7.1,Trafikverket,412718000,Trafikverket får använda medel från delposten 7.1 för att betala ränta och amorteringar på lån enligt villkor 1 under rubriken Övriga kreditramar i avsnitt 5 samt på lån för anläggningstillgångar.,0,,,
390,65009,2711,45641,2008,,"Per capita-ersättningen för helårsstudenter och helårsprestationer inom de olika utbildningsområdena anges under Gemensamma bestämmelser för universitet och högskolor, avsnittet 2. Övriga mål och återrapporteringskrav, Ekonomisk redovisning, Verksamhetsgren Grundläggande högskoleutbildning punkt 7.",Utbildningsdepartementet,Myndighet Kungl. Musikhögskolan i Stockholm,16,Utbildning och universitetsforskning,16 25 64,2008,Kungl. Musikhögskolan i Stockholm: Grundutbildning,1,Takbelopp,,,25:64 ap.1,Kungl. Musikhögskolan i Stockholm,106117000,"Per capita-ersättningen för helårsstudenter och helårsprestationer inom de olika utbildningsområdena anges under Gemensamma bestämmelser för universitet och högskolor, avsnittet 2.",1,,,
391,65010,2711,45641,2008,,"Per capita-ersättningen för helårsstudenter och helårsprestationer inom de olika utbildningsområdena anges under Gemensamma bestämmelser för universitet och högskolor, avsnittet 2. Övriga mål och återrapporteringskrav, Ekonomisk redovisning, Verksamhetsgren Grundläggande högskoleutbildning punkt 7.",Utbildningsdepartementet,Myndighet Kungl. Musikhögskolan i Stockholm,16,Utbildning och universitetsforskning,16 25 64,2008,Kungl. Musikhögskolan i Stockholm: Grundutbildning,1,Takbelopp,,,25:64 ap.1,Kungl. Musikhögskolan i Stockholm,106117000,"Övriga mål och återrapporteringskrav, Ekonomisk redovisning, Verksamhetsgren Grundläggande högskoleutbildning punkt 7.",1,,,
392,36269,1388,24484,2015,,Avser preliminär statlig ålderspensionsavgift för 2015 om 307 186 000 kronor och ett regleringsbelopp för 2012 om -886 000 kronor.,Socialdepartementet,Myndighet Försäkringskassan,12,Ekonomisk trygghet för familjer och barn,12 01 006,2015,Vårdbidrag för funktionshindrade barn,3,Statlig ålderspensionsavgift för vårdbidrag för funktionshindrade barn ,,,1:6 ap.3,Försäkringskassan,306300000,Avser preliminär statlig ålderspensionsavgift för 2015 om 307 186 000 kronor och ett regleringsbelopp för 2012 om -886 000 kronor.,1,,,
393,43900,1715,29482,2013,,<ul>  <li>5 kap. 8 § rättegångsbalken</li>  <li>52 § förvaltningsprocesslagen (1971:291)</li>  <li>27 § lagen (1973:188) om arrendenämnder och hyresnämnder</li>  </ul>  I utgifterna för tolk m.m. får även tolkförmedlings administrativa avgift ingå.,Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 01 012,2013,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,1:12 ap.1,Domstolsverket,2265657000, 52 § förvaltningsprocesslagen (1971:291) .,2,,,
394,43902,1715,29482,2013,,<ul>  <li>5 kap. 8 § rättegångsbalken</li>  <li>52 § förvaltningsprocesslagen (1971:291)</li>  <li>27 § lagen (1973:188) om arrendenämnder och hyresnämnder</li>  </ul>  I utgifterna för tolk m.m. får även tolkförmedlings administrativa avgift ingå.,Justitiedepartementet,Myndighet Sveriges Domstolar,4,Rättsväsendet,04 01 012,2013,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,1:12 ap.1,Domstolsverket,2265657000,I utgifterna för tolk m.m. får även tolkförmedlings administrativa avgift ingå.,0,,,
395,29531,1127,20075,2017,,Från delposten 2.1 får Trafikverket disponera medel för ersättning som betalas ut av Trafikverket i egenskap av infrastrukturförvaltare med stöd av lagen (2015:338) om internationell järnvägstrafik.,Näringsdepartementet,Myndighet Trafikverket,22,Kommunikationer,22 01 002,2017,Vidmakthållande av statens transportinfrastruktur,2,Vidmakthållande järnväg,1.0,"Drift, underhåll och trafikledning på järnväg",1:2 ap.2.1,Trafikverket,8702731000,Från delposten 2.1 får Trafikverket disponera medel för ersättning som betalas ut av Trafikverket i egenskap av infrastrukturförvaltare med stöd av lagen (2015:338) om internationell järnvägstrafik.,0,,,
396,3179,136,2122,2022,,Anslagsposten får användas för forskning och utbildning på forskarnivå.,Utbildningsdepartementet,Myndighet Södertörns högskola,16,Utbildning och universitetsforskning,16 02 060,2022,Södertörns högskola: Forskning och utbildning på forskarnivå,1,Basresurs,,,2:60 ap.1,Södertörns högskola,125467000,Anslagsposten får användas för forskning och utbildning på forskarnivå.,0,,,
397,30756,1197,20937,2016,,6. Anslagsposten får användas för utgifter/kostnader som uppkommer hos Försvarets materielverk för utfärdande av tullintyg i enlighet med förordningen (1994:1605) om tullfrihet m.m.,Försvarsdepartementet,Myndighet Försvarsmakten,6,Försvar och samhällets krisberedskap,06 01 004,2016,"Vidmakthållande, avveckling m.m. av materiel och anläggningar",1,"Vidmakthållande, avveckling m.m. av materiel och anläggningar",,,1:4 ap.1,Försvarsmakten,6877682000,Anslagsposten får användas för utgifter/kostnader som uppkommer hos Försvarets materielverk för utfärdande av tullintyg i enlighet med förordningen (1994:1605) om tullfrihet m.m.,0,,,
398,13578,409,8761,2020,,Linnéuniversitetet bemyndigas att under 2020 utbetala ett kapitaltillskott på högst 250 000 kronor till holdingbolaget som är knutet till universitetet i enlighet med beslut om budgetpropositionen för 2020.,Utbildningsdepartementet,Myndighet Linnéuniversitetet,16,Utbildning och universitetsforskning,16 02 065,2020,Särskilda medel till universitet och högskolor,38,Idébanksmedel,,,2:65 ap.38,Linnéuniversitetet,250000,Linnéuniversitetet bemyndigas att under 2020 utbetala ett kapitaltillskott på högst 250 000 kronor till holdingbolaget som är knutet till universitetet i enlighet med beslut om budgetpropositionen för 2020.,0,,,
